Review ID,Review,Overall sentiment (Annotator),Explicit Aspect,Implicit Aspect phrase,Category,Explicit Opinion ,Implicit Opinion  phrase,Sentiment towards aspect
18,“it was good as it was near to haram but staff and cleanliness needs to improve”,Nuetral ,staff,-,Human Resources ,null,needs to improve,Negative
19,“It was a good experience and feel happy staying at Holiday Inn Jeddah Gateway.”,Positive,experience,-,General,good,-,Positive
20,Room is small. WiFi is open (unsecured). elevators are screwed up - You go up when you're supposed to go down and sometimes you can't take the elevator because there are people in it going in the opposite direction. TV selection sucks!,Negative,wifi,-,Amenities ,open (unsecured),-,Negative
20,Room is small. WiFi is open (unsecured). elevators are screwed up - You go up when you're supposed to go down and sometimes you can't take the elevator because there are people in it going in the opposite direction. TV selection sucks!,Negative,elevetors,-,Amenities ,screwed,-,Negative
20,Room is small. WiFi is open (unsecured). elevators are screwed up - You go up when you're supposed to go down and sometimes you can't take the elevator because there are people in it going in the opposite direction. TV selection sucks!,Negative,room,-,Room,small,-,Negative
20,Room is small. WiFi is open (unsecured). elevators are screwed up - You go up when you're supposed to go down and sometimes you can't take the elevator because there are people in it going in the opposite direction. TV selection sucks!,Negative,tv selection,-,Amenities ,sucks,-,Negative
21,"Very clean rooms, everything was new, fresh, prim and proper. Staff was very generous and gave us an upgrade for free. We were travelling in a group of 5 families. Location is very ideal and there is plenty of parking spaces near the property.",Positive,room,-,Room,clean,-,Positive
21,"Very clean rooms, everything was new, fresh, prim and proper. Staff was very generous and gave us an upgrade for free. We were travelling in a group of 5 families. Location is very ideal and there is plenty of parking spaces near the property.",Positive,staff,-,Human Resources ,generous,-,Positive
21,"Very clean rooms, everything was new, fresh, prim and proper. Staff was very generous and gave us an upgrade for free. We were travelling in a group of 5 families. Location is very ideal and there is plenty of parking spaces near the property.",Positive,location,-,Location,ideal,-,Positive
21,"Very clean rooms, everything was new, fresh, prim and proper. Staff was very generous and gave us an upgrade for free. We were travelling in a group of 5 families. Location is very ideal and there is plenty of parking spaces near the property.",Positive,parking,-,Amenities ,null,plenty ,Positive
22,"“Not worth the high price, considering there are other better options in same price range in Haram.”",Negative,price,-,Value,null,high,Negative
23,The comfort room is not that clean..the sink is dirty floor of the comfort room is still wet when i checked in.,Negative,sink,-,Amenities ,dirty,-,Negative
23,The comfort room is not that clean..the sink is dirty floor of the comfort room is still wet when i checked in.,Negative,room,-,Room,not clean,-,Negative
23,The comfort room is not that clean..the sink is dirty floor of the comfort room is still wet when i checked in.,Negative,floor,-,Amenities ,wet,-,Negative
24,"All staff are nice specially the receptionist Mashael , i loved the overall experience  and when i comeback for sure i will book it again.",Positive,experience,-,General,loved,-,Positive
24,"All staff are nice specially the receptionist Mashael , i loved the overall experience  and when i comeback for sure i will book it again.",Positive,reciptionist,-,Human Resources ,nice,-,Positive
24,"All staff are nice specially the receptionist Mashael , i loved the overall experience  and when i comeback for sure i will book it again.",Positive,staff,-,Human Resources ,nice,-,Positive
25,"“Good Value for Money, not 100% up to IHG standards but still professional.”",Nuetral ,standards,-,General,-,not IHG standard but still professional,Nuetral 
25,"“Good Value for Money, not 100% up to IHG standards but still professional.”",Nuetral ,value,-,Value,good,-,Positive
26,Electricity was switched off in morning for few hours due to some fault. Wash Room Door lock wasn't working n wash basin was too small.,Negative,Electricity,-,Amenities ,switched off,-,Negative
26,Electricity was switched off in morning for few hours due to some fault. Wash Room Door lock wasn't working n wash basin was too small.,Negative,Door lock,-,Amenities ,wasn't working,-,Negative
26,Electricity was switched off in morning for few hours due to some fault. Wash Room Door lock wasn't working n wash basin was too small.,Negative,lock,-,Engineering,wasn't working,,Negative
27,"One of the receptionist provided very worst room which the facilities was worst. And he claims that no more roms are empty.
1st day I suffered with no aircon and unclean toilet.
The next day the another receptionist provided me a nice room with good facilities. Later on I have noticed more rooms are empty.",Positive,facilities,-,Amenities ,good,,Positive
27,"One of the receptionist provided very worst room which the facilities was worst. And he claims that no more roms are empty.
1st day I suffered with no aircon and unclean toilet.
The next day the another receptionist provided me a nice room with good facilities. Later on I have noticed more rooms are empty.",Positive,room,-,Room,nice,,Positive
27,"One of the receptionist provided very worst room which the facilities was worst. And he claims that no more roms are empty.
1st day I suffered with no aircon and unclean toilet.
The next day the another receptionist provided me a nice room with good facilities. Later on I have noticed more rooms are empty.",Negative,aircon,-,Amenities ,no aircon ,-,Negative
